Name,Score,Genres,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
Kansen: Ball Buster The Animation,5.94,Hentai,OVA,1,1-Nov-13,Unknown,Milky Animation Label,Unknown,Unknown,Visual novel,22 min.,Rx - Hentai,,6430,5082,8,515,2755,290,199
Parol no Miraijima,5.89,"Action, Adventure, Fantasy",Movie,1,1-Mar-14,Unknown,Unknown,Unknown,Shin-Ei Animation,Original,26 min.,PG - Children,8532,8366,2416,2,63,1389,32,48
Shimajirou to Kujira no Uta,6.51,"Adventure, Comedy, Fantasy, Kids",Movie,1,14-Mar-14,Unknown,Benesse Corporation,Unknown,Unknown,Unknown,53 min.,G - All Ages,11950,14549,220,0,10,53,7,55
Wonder Garden,6.36,Fantasy,ONA,1,19-Oct-13,Unknown,Unknown,Sentai Filmworks,Studio Colorido,Original,4 min.,PG - Children,6591,6062,5899,4,78,4775,36,35
Tezuka Osamu no Buddha: Owarinaki Tabi,6.9,"Drama, Historical, Supernatural",Movie,1,8-Feb-14,Unknown,Tezuka Productions,Unknown,Toei Animation,Manga,1 hr. 25 min.,PG-13 - Teens 13 or older,4040,7734,3099,2,106,1327,51,47
Kiniro no Corda: Blue♪Sky,6.43,"Harem, Music, School, Shoujo",TV,12,"Apr 6, 2014 to Jun 22, 2014",Spring 2014,Koei,Unknown,TYO Animations,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,6296,3395,23282,38,1359,12021,1028,2238
Sekai Seifuku: Bouryaku no Zvezda,7.09,"Action, Comedy, Fantasy",TV,12,"Jan 12, 2014 to Mar 30, 2014",Winter 2014,"Aniplex, Dentsu, flying DOG, Notes, Atelier Musa, Ichijinsha",Aniplex of America,A-1 Pictures,Original,24 min. per ep.,PG-13 - Teens 13 or older,3234,1227,119408,300,7030,61046,4200,5920
Seisenshi Dunbine Memorial,6.51,"Sci-Fi, Adventure, Mecha",Special,3,25-Aug-00,Unknown,Bandai Visual,Unknown,Sunrise,Unknown,55 min. per ep.,PG-13 - Teens 13 or older,11840,12152,490,0,23,137,13,49
Tonari no Seki-kun OVA,7.41,"Comedy, School, Seinen",OVA,1,4-Jan-14,Unknown,Unknown,Unknown,Shin-Ei Animation,Manga,13 min.,G - All Ages,1871,2809,33153,5,338,28528,205,98
Yoza-Quar!,6.56,Comedy,Special,6,"Dec 18, 2013 to May 21, 2014",Unknown,Unknown,Unknown,Tatsunoko Production,Manga,1 min. per ep.,PG-13 - Teens 13 or older,5600,5283,8270,4,408,2929,235,160
Himekishi Olivia,6.51,Hentai,OVA,2,"Dec 6, 2013 to Jun 6, 2014",Unknown,MS Pictures,SoftCel Pictures,Unknown,Visual novel,26 min. per ep.,Rx - Hentai,,6120,5725,20,630,3241,313,219
Mini Van Special,6.43,"Game, Slice of Life, Comedy, Parody",Special,1,18-Jun-13,Unknown,Unknown,Unknown,DLE,4-koma manga,3 min.,PG-13 - Teens 13 or older,6286,11216,726,0,23,412,12,55
Dekakute Ecchi na Ore no Ane,6.99,Hentai,OVA,1,20-Dec-13,Unknown,T-Rex,Unknown,Unknown,Visual novel,28 min.,Rx - Hentai,,5009,9459,70,1148,5101,498,326
Sekai de Ichiban Tsuyoku Naritai! Specials,5.74,"Action, Ecchi, Sports",Special,6,"Dec 12, 2013 to May 12, 2014",Unknown,"Movic, Earth Star Entertainment",Funimation,Arms,Unknown,4 min. per ep.,R+ - Mild Nudity,9056,5836,6514,4,304,3795,168,179
Marvel Disk Wars: The Avengers,5.91,"Action, Kids, Super Power",TV,51,"Apr 2, 2014 to Mar 25, 2015",Spring 2014,TV Tokyo,Unknown,Toei Animation,Unknown,22 min. per ep.,PG - Children,8521,5716,6916,17,744,1641,498,1402
Juugo Shounen Hyouryuuki: Kaizokujima de! Daibouken,6.51,"Adventure, Fantasy, Kids, Sci-Fi",Movie,1,16-Nov-13,Unknown,Studio Kelmadick,Unknown,Unknown,Unknown,1 hr. 20 min.,G - All Ages,14736,13666,284,1,13,54,13,41
Chang,6.51,"Drama, Military, Thriller",Movie,1,1-Nov-12,Unknown,Unknown,Unknown,Studio Dadashow,Unknown,29 min.,R - 17+ (violence & profanity),13573,11712,596,0,15,132,16,49
Saibi,6.75,"Drama, Psychological, Thriller",Movie,1,21-Nov-13,Unknown,Studio Dadashow,Unknown,Unknown,Original,1 hr. 40 min.,R - 17+ (violence & profanity),4662,7293,3725,14,107,1158,61,60
Precure All Stars Movie New Stage 3: Eien no Tomodachi,7.27,"Kids, Magic, Shoujo",Movie,1,15-Mar-14,Unknown,Kinoshita Group Holdings,Unknown,Toei Animation,Original,1 hr. 11 min.,G - All Ages,2464,7630,3231,4,73,2085,38,81
Seikoku no Dragonar,6.52,"Comedy, Ecchi, Fantasy, School",TV,12,"Apr 5, 2014 to Jun 21, 2014",Spring 2014,"Media Factory, AT-X, Sony Music Communications, Tsukuru no Mori",Funimation,C-Station,Light novel,24 min. per ep.,R+ - Mild Nudity,5806,880,170220,238,8723,118202,3753,8034
Uchuu Icchokusen,6.51,"Sci-Fi, Mystery, Space, Fantasy",Movie,1,5-Oct-10,Unknown,KAGAYA Studio,Unknown,Unknown,Unknown,27 min.,G - All Ages,12675,11696,599,2,34,109,14,50
Gatchaman Crowds Insight,7.3,"Adventure, Sci-Fi",TV,12,"Jul 5, 2015 to Sep 27, 2015",Summer 2015,Unknown,Sentai Filmworks,Tatsunoko Production,Original,23 min. per ep.,PG-13 - Teens 13 or older,2350,1923,63861,179,3897,30963,3184,3398
Follow Me,6.23,"Slice of Life, Romance, Music, Drama",Music,1,31-Oct-12,Unknown,Warner Music Japan,Unknown,Unknown,Unknown,4 min.,G - All Ages,7214,8702,2102,1,16,1795,9,31
Ikemen Kyuugo-tai Nurse Angels,6.51,Comedy,TV,10,"Apr 26, 2013 to Jun 28, 2013",Spring 2013,"Kyotoma, PoPoCo",Unknown,Unknown,Unknown,3 min. per ep.,PG-13 - Teens 13 or older,14588,14043,257,0,19,59,7,47
Mission School,5.67,"Music, School",Music,1,22-Nov-06,Unknown,Ajia-Do,Unknown,Unknown,Unknown,4 min.,G - All Ages,9259,11817,575,1,15,438,4,25
Oppai Infinity∞! The Animation,6.47,Hentai,OVA,1,31-Jan-14,Unknown,Pink Pineapple,Unknown,Office Takeout,Manga,28 min.,Rx - Hentai,,7090,3992,13,485,2019,228,182
Yakusoku (ONA),6.62,"Drama, Music",ONA,1,13-Aug-13,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,5283,10174,1130,0,19,890,7,39
Strange+,6,"Slice of Life, Comedy, Josei",TV,12,"Jan 10, 2014 to Mar 28, 2014",Winter 2014,Dream Creation,Unknown,Seven,Manga,3 min. per ep.,PG-13 - Teens 13 or older,8245,3070,28386,18,1430,14854,801,2740
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,6.94,Hentai,OVA,1,20-Dec-13,Unknown,Pashmina,Unknown,Unknown,Manga,25 min.,Rx - Hentai,,5036,9378,62,718,6369,360,301
Puchimas!!: Petit Petit iDOLM@STER,7.21,"Comedy, Slice of Life",ONA,74,"Apr 1, 2014 to Jun 30, 2014",Unknown,Unknown,Funimation,Gathering,4-koma manga,2 min. per ep.,PG-13 - Teens 13 or older,2712,5479,7607,18,507,4148,339,249
Hetalia: The Beautiful World Extra Disc,7.35,"Comedy, Historical, Parody",OVA,1,26-Feb-14,Unknown,Frontier Works,Funimation,Studio Deen,Web manga,5 min.,PG-13 - Teens 13 or older,2126,5231,8529,16,157,5445,100,100
Kakumeiki Valvrave Recaps,6.23,"Action, Mecha",ONA,3,"Sep 20, 2013 to Sep 22, 2013",Unknown,Unknown,Unknown,Sunrise,Unknown,1 hr. 5 min. per ep.,R - 17+ (violence & profanity),7233,7918,2897,2,88,1391,69,118
Yu Bang Xiang Zheng,5.84,Historical,Movie,1,"Feb, 1984",Unknown,Shanghai Animation Film Studio,Unknown,Unknown,Unknown,10 min.,G - All Ages,8734,11793,578,1,21,361,9,38
Witch Craft Works,7.07,"Action, Fantasy, Magic, Seinen, Supernatural",TV,12,"Jan 5, 2014 to Mar 23, 2014",Winter 2014,"Bandai Visual, Lantis, Kodansha, Movic, I Will",Unknown,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3375,603,238744,579,13643,154235,6590,10104
Lost Forest,5.38,Music,Music,1,9-Jan-12,Unknown,Unknown,Unknown,David Production,Unknown,5 min.,G - All Ages,9968,11061,769,0,20,536,6,20
Oni Chichi: Rebuild,7.24,Hentai,OVA,3,"Dec 27, 2013 to Dec 26, 2014",Unknown,Unknown,Unknown,PoRO,Visual novel,30 min. per ep.,Rx - Hentai,,3508,21731,120,2377,14236,724,531
Kenji no Trunk,6.51,"Kids, Fantasy",Movie,1,24-Aug-96,Unknown,Animaruya,Unknown,Unknown,Unknown,1 hr. 12 min.,PG - Children,14948,13590,292,0,10,73,6,38
Utopia,6.43,Music,Music,1,26-Feb-14,Unknown,Unknown,Unknown,P.A. Works,Original,1 min.,PG-13 - Teens 13 or older,6258,5920,6222,5,177,3567,87,77
Love Stage!!,7.32,"Comedy, Romance, Shounen Ai",TV,10,"Jul 10, 2014 to Sep 11, 2014",Summer 2014,Kadokawa Shoten,Sentai Filmworks,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2253,777,193013,1748,7311,149134,3207,6460
Buddy Spirits,5.36,"Action, Mecha",ONA,1,3-Sep-13,Unknown,Unknown,Unknown,Unknown,Manga,2 min.,G - All Ages,10024,11532,637,1,30,361,13,22
Sister Princess: Re Pure Character's,6.07,"Drama, Romance",Special,12,"Jan 21, 2004 to Feb 25, 2004",Unknown,Unknown,Unknown,Zexcs,Unknown,9 min. per ep.,PG-13 - Teens 13 or older,7928,10289,1088,2,56,415,36,41
Heart Cocktail Again,6.51,"Romance, Seinen",OVA,1,22-Oct-03,Unknown,Meruhensha,Unknown,Unknown,Unknown,41 min.,PG-13 - Teens 13 or older,14324,14177,245,0,11,76,7,35
Youtai Nuhai Zai Shanghai,6.51,"Historical, Kids, Shoujo",Movie,1,"May, 2010",Unknown,Shanghai Animation Film Studio,Unknown,Unknown,Manga,1 hr. 20 min.,G - All Ages,13028,13168,336,0,14,111,9,47
Wansa-kun OVA,6.51,"Comedy, Kids",OVA,1,1974,Unknown,Mushi Production,Unknown,Unknown,Unknown,1 hr. 58 min.,PG - Children,12778,14878,201,0,8,60,3,57
Oni no Ko to Yuki Usagi,6.12,"Demons, Kids, Fantasy",Movie,1,1995,Unknown,"Kyowa Film, Meruhensha",Unknown,Unknown,Unknown,22 min.,PG - Children,7734,13094,343,0,20,155,2,27
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,6.45,Fantasy,TV,12,"Apr 10, 2014 to Jun 26, 2014",Spring 2014,"Sotsu, Pony Canyon",Sentai Filmworks,Studio Gokumi,Game,24 min. per ep.,PG-13 - Teens 13 or older,6163,2135,54383,67,3698,25450,2928,5866
Nobunaga the Fool,6.69,"Action, Historical, Mecha, Sci-Fi",TV,24,"Jan 6, 2014 to Jun 23, 2014",Winter 2014,"TV Tokyo, Sotsu, Lantis, Media Factory",Sentai Filmworks,Satelight,Other,24 min. per ep.,R - 17+ (violence & profanity),4928,1557,88201,171,8239,37730,6005,12601
Dragon Fist,4.57,"Drama, Martial Arts, Fantasy, Shoujo",OVA,1,20-Mar-91,Unknown,Youmex,Unknown,Agent 21,Manga,39 min.,PG-13 - Teens 13 or older,10898,10195,1120,0,47,579,19,40
Baby Steps,7.85,"Romance, School, Shounen, Sports",TV,25,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,NHK,Unknown,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,736,1207,122031,801,6564,77227,4546,4969
"Wake Up, Girls! Shichinin no Idol",7.16,"Drama, Music",Movie,1,10-Jan-14,Unknown,"TV Tokyo, Avex Entertainment, Sotsu, Sega, Gakken, Rakuonsha, AT-X, Toho, DIVE II Entertainment, Good Smile Company",Sentai Filmworks,"Tatsunoko Production, Ordet",Original,52 min.,PG-13 - Teens 13 or older,2935,3610,20562,17,401,14885,204,179
Soul Eater: Late Night Show,6.82,"Action, Fantasy, Comedy",Special,51,"Apr, 2008 to Mar, 2009",Unknown,"TV Tokyo, Aniplex, Dentsu, Media Factory",Funimation,Bones,Manga,1 min. per ep.,PG-13 - Teens 13 or older,4370,3562,21072,40,744,10360,495,493
Teekyuu 2 Specials,6.55,"Comedy, School, Shounen, Sports",Special,2,25-Oct-13,Unknown,Earth Star Entertainment,Unknown,MAPPA,Manga,2 min. per ep.,PG-13 - Teens 13 or older,5615,5149,8826,0,100,7327,59,76
Zettai Shougeki: Platonic Heart Picture Drama,5.17,"Action, Ecchi, Martial Arts",Special,4,"Nov 27, 2008 to Feb 25, 2009",Unknown,"Lantis, Studio Kikan",Unknown,Arms,Original,8 min. per ep.,R+ - Mild Nudity,10361,10209,1111,0,70,327,36,74
Imanara Maniau! Log Horizon,6.79,"Action, Adventure, Magic, Fantasy, Shounen",Special,1,11-Nov-13,Unknown,Unknown,Unknown,Satelight,Light novel,58 min.,PG-13 - Teens 13 or older,4495,3851,17913,13,433,11656,262,328
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,6.55,Comedy,ONA,5,"Nov 18, 2013 to Jul 2, 2014",Unknown,Unknown,Sentai Filmworks,Kyoto Animation,Light novel,8 min. per ep.,PG-13 - Teens 13 or older,5655,2913,31212,18,2076,19598,1719,1160
Takarajima (Movie),6.36,"Adventure, Drama, Historical, Mystery, Supernatural",Movie,1,9-May-87,Unknown,Tokyo Movie Shinsha,Unknown,Madhouse,Novel,1 hr. 28 min.,PG - Children,6610,11516,638,0,19,272,11,53
Go! Go! 575,5.65,Slice of Life,TV,4,"Jan 10, 2014 to Jan 31, 2014",Winter 2014,"Sega, Half H.P Studio",Unknown,"C2C, Lay-duce",Game,3 min. per ep.,PG-13 - Teens 13 or older,9285,4847,10247,5,302,7280,164,384
Gochuumon wa Usagi Desu ka?,7.52,"Slice of Life, Comedy",TV,12,"Apr 10, 2014 to Jun 26, 2014",Spring 2014,"Frontier Works, Sotsu, Magic Capsule, Showgate, Houbunsha, NBCUniversal Entertainment Japan, RAY",Sentai Filmworks,White Fox,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,1516,801,185607,1965,12693,88005,7505,7596
Yawaraka Sensha,6.51,Comedy,ONA,53,"Dec, 2005 to Nov, 2011",Unknown,Unknown,Unknown,Unknown,Unknown,7 min. per ep.,G - All Ages,12989,14580,220,0,17,71,9,45
Yawaraka Atom,6.51,"Comedy, Parody",ONA,7,"Oct, 2007 to Oct, 2008",Unknown,Unknown,Unknown,Unknown,Unknown,3 min. per ep.,G - All Ages,12960,14793,204,0,13,68,4,49
Sore Ike! Anpanman: Minami no Umi wo Sukue!,6.51,"Comedy, Fantasy, Kids",Special,1,26-Aug-90,Unknown,Tokyo Movie Shinsha,Unknown,Unknown,Unknown,50 min.,PG - Children,12178,14477,226,0,9,96,4,53
Sore Ike! Anpanman: Shabondama no Purun,6.51,"Comedy, Fantasy, Kids",Movie,1,14-Jul-07,Unknown,"VAP, Tokyo Movie Shinsha",Unknown,Unknown,Unknown,1 hr. 15 min.,PG - Children,12178,14814,203,0,11,78,4,60
Sore Ike! Anpanman: Tenohira wo Taiyou ni,6.51,"Comedy, Fantasy, Kids",Movie,1,25-Jul-98,Unknown,"VAP, Tokyo Movie Shinsha",Unknown,Unknown,Unknown,55 min.,PG - Children,12195,14799,207,0,9,82,3,55
Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,6.51,"Comedy, Fantasy, Kids",Movie,1,29-Jul-07,Unknown,Tokyo Movie Shinsha,Unknown,Unknown,Unknown,25 min.,PG - Children,12179,14326,236,0,9,96,5,62
Trick or Alice,5.62,Fantasy,OVA,1,22-Dec-16,Unknown,Unknown,Unknown,An DerCen,Visual novel,27 min.,R+ - Mild Nudity,9341,5589,7192,17,319,166,110,144
Pupipo!,6.82,"Slice of Life, Comedy, Supernatural, School",TV,15,"Dec 21, 2013 to Mar 29, 2014",Winter 2014,TV Tokyo,Unknown,AIC PLUS+,Manga,4 min. per ep.,PG - Children,4366,3803,18281,40,939,11118,618,955
Isshuukan Friends.,7.57,"Slice of Life, Comedy, School, Shounen",TV,12,"Apr 7, 2014 to Jun 23, 2014",Spring 2014,"Nihon Ad Systems, Pony Canyon, DAX Production, TOHO animation",Sentai Filmworks,Brain's Base,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,1375,580,251774,1147,13489,150900,9967,9126
Mushishi: Hihamukage,8.57,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",Special,1,4-Jan-14,Unknown,"Aniplex, Kodansha, Delfi Sound",Unknown,Artland,Manga,45 min.,PG-13 - Teens 13 or older,80,1345,105796,171,2284,69625,937,501
Kazoku no Hanashi,6.52,"Drama, Music",ONA,1,16-Nov-13,Unknown,Unknown,Unknown,Unknown,Unknown,9 min.,G - All Ages,5790,11187,736,0,15,551,3,24
Double Circle,4.92,"Sci-Fi, Super Power",ONA,6,"Dec 19, 2013 to Sep 26, 2014",Unknown,Toshiba Entertainment,Unknown,Unknown,Original,6 min. per ep.,PG-13 - Teens 13 or older,10678,6360,5251,3,445,1690,414,798
Psycho-Pass Movie,7.74,"Action, Military, Police, Sci-Fi",Movie,1,9-Jan-15,Unknown,"Dentsu, Fuji TV, Nitroplus, Sony Music Entertainment, TOHO animation, Kyoraku Industrial Holdings",Funimation,Production I.G,Original,1 hr. 53 min.,R - 17+ (violence & profanity),940,694,211843,515,3714,141876,1677,721
Kichiku: Haha Shimai Choukyou Nikki,6.86,Hentai,OVA,3,"Nov 22, 2013 to Dec 5, 2014",Unknown,ChiChinoya,Unknown,Unknown,Original,23 min. per ep.,Rx - Hentai,,6637,4702,42,526,2665,246,211
Tokyo ESP,6.57,"Action, Sci-Fi, Comedy, Super Power, Supernatural, Shounen",TV,12,"Jul 12, 2014 to Sep 27, 2014",Summer 2014,"Lantis, Rakuonsha, KlockWorx, Tokyo MX",Funimation,Xebec,Manga,24 min. per ep.,R - 17+ (violence & profanity),5522,1001,148430,189,9342,82508,6457,13231
Tokubetsu Jugyou 3 SLG The Animation,6.76,Hentai,OVA,2,"Jan 3, 2014 to Jul 4, 2014",Unknown,"Milky Animation Label, MS Pictures",Unknown,Unknown,Visual novel,21 min. per ep.,Rx - Hentai,,6391,5144,48,640,2473,305,240
Freezing Vibration Specials,6.51,"Action, Ecchi, Comedy",Special,6,"Dec 25, 2013 to May 28, 2014",Unknown,Media Factory,Funimation,A.C.G.T.,Unknown,3 min. per ep.,R+ - Mild Nudity,5854,3512,21689,18,683,15469,394,349
